"name","movie_duration","movie_year","genres","countries"
"Мой жених – иностранец",100,2010,"[комедия]","[Япония]"
"Астерикс и Обеликс в Британии",110,2012,"[комедия, приключения, семейный]","[Франция, Венгрия, Италия, Испания]"
"Бинго",89,1991,"[комедия, приключения, семейный]","[США]"
"Гаттака",106,1997,"[фантастика, драма, мелодрама, детектив]","[США]"
"Расчлененка",99,2009,"[триллер, криминал, детектив]","[Таиланд]"
"На дне Страны грез",105,2011,"[драма, мелодрама, комедия]","[США]"
"Тростниковые жабы: Оккупация",84,2010,"[документальный]","[Австралия, США]"
"Проклятый камень",79,2012,"[ужасы]","[США]"
"Угрызения совести",106,2010,"[боевик, триллер, криминал, детектив]","[Гонконг]"
"Погоня",106,2011,"[боевик, триллер, детектив]","[США]"
"Отряд",111,1993,"[вестерн]","[Великобритания, США]"
"Одиночки",103,2000,"[комедия]","[Чехия, Словакия]"
"Прохвосты (сериал)",43,2010,"[драма, комедия]","[США]"
"Игра на понижение",130,2015,"[драма, комедия, биография]","[США]"
"Молитва о гетмане Мазепе",152,2002,"[история]","[Украина]"
"Чудовище",97,1985,"[ужасы, фантастика]","[США]"
"Вторая жена",100,1980,"[драма, мелодрама, военный]","[Франция, Венгрия]"
"Раскол (сериал)",48,2011,"[драма, история]","[Россия]"
"Темнее черного: Близнецы и падающая звезда (сериал)",25,2009,"[аниме, мультфильм, фантастика, драма, приключения]","[Япония]"
"Солдаты 3 (сериал)",43,2005,"[комедия, приключения, военный]","[Россия]"
"Солдаты 4 (сериал)",43,2005,"[комедия, приключения, военный]","[Россия]"
"Мясорубка",90,2009,"[ужасы]","[Таиланд]"
"Близнецы-убийцы",89,2010,"[ужасы, триллер]","[США]"
"Скоро",96,1999,"[мелодрама, комедия]","[США]"
"Green Day: Пуля в Библии (видео)",115,2005,"[документальный, музыка]","[Великобритания, США]"
"Заражение",106,2011,"[фантастика, триллер, драма]","[США, ОАЭ]"
"Тайные связи (сериал 2010 – 2014)",43,2010,"[боевик, триллер, драма, криминал, детектив]","[США]"
"Тихая застава",89,2010,"[драма, военный]","[Россия]"
"Вышел ёжик из тумана (мини-сериал)",201,2010,"[мелодрама]","[Россия]"
"Первое кафе «Принц» (сериал)",65,2007,"[мелодрама, комедия]","[Корея Южная]"
"Рыжик в Зазеркалье",120,2010,"[детский, фэнтези, приключения]","[Беларусь]"
"Любовь на сене",98,2009,"[мелодрама]","[Россия]"
"Нулевой эффект",116,1998,"[триллер, драма, комедия, криминал, детектив]","[США]"
"Солдаты 5 (сериал)",43,2005,"[комедия, военный]","[Россия]"
"Эволюция (сериал 2001 – 2002)",30,2001,"[мультфильм, фантастика, боевик, комедия]","[США]"
"Солдаты 6 (сериал)",43,2006,"[комедия, военный]","[Россия]"
"Среди белых облаков (видео)",86,2005,"[документальный]","[Китай, Канада]"
"Призрак замка Моррисвиль",89,1966,"[комедия]","[Чехословакия]"
"Елена",109,2011,"[драма, мелодрама]","[Россия]"
"Черные небеса",100,2010,"[драма]","[Франция, Бельгия]"
"Бомжиха 2 (ТВ)",96,2009,"[мелодрама]","[Россия]"
"Бакуган. Отчаянные бойцы (сериал 2007 – ...)",22,2007,"[аниме, мультфильм, фэнтези, приключения, семейный]","[Канада, Япония]"
"Пока цветет папоротник (сериал)",48,2012,"[фэнтези, комедия, приключения]","[Россия]"
"Смерть Вазир-Мухтара (сериал)",45,2010,"[драма, биография, история]","[Россия]"
"The Beyoncé Experience: Live (видео)","-",2007,"[музыка, концерт]","[США]"
"Солдаты 7 (сериал)",43,2006,"[комедия, военный]","[Россия]"
"Кот Саймона (сериал 2008 – ...)",2,2008,"[мультфильм, комедия]","[Великобритания]"
"Нет неизвестных солдат",89,1965,"[военный]","[СССР]"
"Интерны (сериал 2010 – 2015)",25,2010,"[комедия]","[Россия]"
"12 обезьян",129,1995,"[фантастика, триллер, детектив]","[США]"
"Гори, Голливуд, гори",86,1997,"[комедия]","[США]"
"Любовь и наказания (сериал)",90,2010,"[боевик, драма, мелодрама]","[Турция]"
"Элвин и бурундуки 3",84,2011,"[мультфильм, фэнтези, комедия, приключения, семейный, музыка]","[США]"
"План Б",103,2009,"[драма, мелодрама, комедия]","[Аргентина]"
"Дневники вампира: Тёмная правда (сериал)",2,2009,"[фэнтези, триллер, драма]","[США]"
"На перепутье","-",2011,"[мелодрама, комедия]","[Беларусь]"
"Амфетамин",97,2010,"[драма]","[Гонконг]"
"Солдаты 8 (сериал)",43,2006,"[комедия, военный]","[Россия]"
"Одинокая звезда (сериал)",43,2010,"[драма]","[США]"
"Бред, который несет мой отец (сериал 2010 – 2011)",20,2010,"[комедия]","[США]"
"Любовь по рецепту и без",92,2013,"[драма, комедия]","[США, Великобритания]"
"Верность",91,1996,"[драма, комедия, криминал]","[США]"
"Золотой ключик (ТВ)",105,2009,"[мюзикл, фэнтези, комедия]","[Россия]"
"Любовь вне правил",114,2008,"[драма, мелодрама, комедия, спорт]","[США, Германия]"
"Тайны старого отеля",101,2011,"[ужасы]","[США]"
"Чистая кожа",107,2012,"[триллер, драма, криминал]","[Великобритания]"
"Следствие по телу (сериал 2011 – 2013)",43,2011,"[драма, криминал, детектив]","[США]"
"Шансы есть",104,1989,"[фэнтези, мелодрама, комедия]","[США]"
"Крушение (видео)",89,2010,"[боевик, триллер]","[США]"
"Гол!",118,2005,"[драма, мелодрама, спорт]","[США, Великобритания]"
"Суши гёл",99,2012,"[триллер, криминал, детектив]","[США]"
"Верблюжьи пауки (ТВ)",79,2011,"[ужасы, фантастика]","[США]"
"Служитель зла",123,2010,"[триллер, драма, криминал, детектив]","[Финляндия]"
"Гонка на вымирание",90,2015,"[документальный, боевик, триллер, приключения]","[США, Великобритания, Мексика, Гонконг, Китай, Индонезия]"
"Возьми мои глаза",109,2003,"[драма, мелодрама]","[Испания]"
"WWE Камера ликвидации (ТВ)",180,2010,"[боевик, спорт]","[США]"
"Президент Линкольн: Охотник на вампиров",105,2012,"[ужасы, фэнтези, боевик, триллер]","[США]"
"Слова убийцы",89,2003,"[триллер, драма, криминал]","[Испания]"
"Воспитывая Хоуп (сериал 2010 – 2014)",22,2010,"[драма, комедия, семейный]","[США]"
"Все в жизни бывает","-",2017,"[мультфильм, семейный]","[Индия]"
"В ритме сердца",91,2011,"[мюзикл, комедия]","[Австралия]"
"Дом с призраками",102,2013,"[ужасы, триллер, детектив]","[США]"
"Секс по дружбе (сериал)",22,2011,"[комедия]","[США]"
"Курт Йозеф Вагле и легенда о ведьме из фьорда",78,2010,"[ужасы, комедия]","[Норвегия]"
"Поля",105,2011,"[триллер, драма, криминал, история]","[США]"
"Иди себе с богом",106,2002,"[мелодрама, комедия, музыка]","[Германия]"
"Призрак в доспехах 2: Невинность",100,2004,"[аниме, мультфильм, фантастика, фэнтези, боевик, триллер, драма]","[Япония]"
"О чём ещё говорят мужчины",95,2011,"[мелодрама, комедия]","[Россия]"
"Анаша",77,2009,"[документальный, драма]","[Казахстан]"
"Главное событие",112,1979,"[мелодрама, комедия, спорт]","[США]"
"Шерлок (сериал 2010 – ...)",90,2010,"[триллер, драма, криминал, детектив]","[Великобритания, США]"
"Метель (мини-сериал)",45,2010,"[мелодрама]","[Россия]"
"Глухарь. Возвращение (сериал)",45,2010,"[криминал, детектив]","[Россия]"
"Беглец (сериал)",43,2011,"[боевик, приключения]","[Россия]"
"Акулы Малибу (ТВ)",87,2009,"[ужасы, фантастика, триллер]","[Австралия, Канада]"
"Винсент хочет к морю",96,2010,"[драма]","[Германия]"
"The White Stripes под северным сиянием",93,2009,"[документальный, музыка]","[США]"
"Больше чем секс",108,2010,"[мелодрама, комедия]","[США]"
"BBC: Путешествие человека (сериал)",60,2009,"[документальный]","[Великобритания]"
"Winx Club: Волшебное приключение",84,2010,"[мультфильм]","[Италия]"
"Солнечное затмение (ТВ)",44,2010,"[мелодрама]","[Россия]"
"Богатая Маша (ТВ)",90,2010,"[мелодрама]","[Россия]"
"Старик Зет",80,1991,"[аниме, мультфильм, фантастика, боевик, комедия]","[Япония]"
"Малек",103,2010,"[драма, комедия]","[ЮАР]"
"Город под тобой",105,2010,"[драма]","[Германия, Франция]"
"КсамД: Позабывший невзгоды (сериал)",25,2008,"[аниме, мультфильм, фантастика, боевик, приключения]","[Япония]"
"Принцесса для гусей (ТВ)",59,2009,"[семейный, фэнтези]","[Германия]"
"Парни что надо",193,1983,"[драма, приключения, история]","[США]"
"Водитель",91,1978,"[боевик, триллер, криминал]","[США, Великобритания]"
"1942 (сериал)",43,2010,"[военный]","[Россия]"
"Сплит: Тайна крови (сериал)",22,2009,"[фэнтези, триллер, мелодрама, приключения]","[Израиль]"
"Примечание",103,2011,"[драма, комедия]","[Израиль]"
"Таинственный Альберт Ноббс",113,2011,"[драма, мелодрама]","[Великобритания, Ирландия, Франция, США]"
"Спокойной ночи, Луна",94,2011,"[драма]","[США]"
"Hullabaloo: Live at Le Zenith, Paris (видео)",92,2002,"[документальный, музыка]","[Великобритания]"
"Мост слишком далеко",176,1977,"[драма, военный, история]","[США, Великобритания]"
"Как вырвать зуб у кита (ТВ)",80,1977,"[комедия, семейный]","[Чехословакия]"
"Необитаемый",93,2010,"[ужасы, триллер]","[Австралия]"
"Зона турбулентности",80,2009,"[мелодрама]","[Россия]"
"Гавайи 5.0 (сериал 2010 – ...)",43,2010,"[боевик, драма, криминал]","[США]"
"Маленький убийца",98,2011,"[триллер, драма]","[США]"
"Розочка",118,2010,"[драма, мелодрама, история]","[Польша]"
"Стеклянная маска (сериал)",24,1984,"[аниме, мультфильм, драма, мелодрама]","[Япония]"
"Барри Линдон",184,1975,"[драма, приключения, военный, история]","[Великобритания, США, Ирландия]"
"Мой брат Том",111,2000,"[драма]","[Великобритания]"
"Личное дело капитана Рюмина (сериал)",50,2010,"[триллер]","[Россия]"
"Крыса (ТВ)",44,2010,"[мелодрама]","[Россия]"
"Чистый лист",82,2010,"[драма, комедия]","[Франция]"
"А.Д. (ТВ)",204,2009,"[триллер]","[Россия]"
"Метод Лавровой (сериал)",43,2011,"[драма, мелодрама, детектив]","[Россия]"
"Бог устал от нас",89,2006,"[документальный]","[США]"
"Барракуда",94,1997,"[триллер, драма]","[Франция, Германия, Бельгия]"
"Великая война (сериал 2010 – 2012)",50,2010,"[документальный, военный, история]","[Россия]"
"Бугай",82,2009,"[мультфильм, боевик, криминал]","[Аргентина, Мексика]"
"Звуки небес (сериал)",25,2010,"[аниме, мультфильм, драма, военный]","[Япония]"
"Клон (сериал)",45,2010,"[мелодрама]","[США]"
"Загадочные убийства Агаты Кристи (сериал 2009 – ...)",90,2009,"[драма, криминал, детектив]","[Франция, Швейцария]"
"Путь",128,2010,"[драма, приключения]","[США, Испания]"
"30 ударов",88,2012,"[мелодрама, комедия]","[Франция, США]"
"Падший ангел (сериал 2009 – ...)",45,2009,"[драма]","[США]"
"Бумажная луна",102,1973,"[драма, комедия, криминал]","[США]"
"Тарзан (сериал 1991 – 1994)",22,1991,"[приключения]","[Франция, Канада, Мексика]"
"Неверный",105,2010,"[драма, комедия]","[Великобритания]"
"Лучший и самый яркий",93,2010,"[комедия]","[США]"
"Избранное (сериал 2010 – 2011)",12,2010,"[документальный]","[Россия]"
"Робин Уильямс: Оружие самоуничтожения (ТВ)",90,2009,"[документальный, комедия]","[США]"
"Ползучее войско (сериал 1994 – 1995)",21,1994,"[мультфильм, ужасы, фантастика, комедия, семейный]","[Франция]"
"Один на вылет (сериал 2008 – 2009)",25,2008,"[аниме, мультфильм, спорт]","[Япония]"
"Июньская ночь (сериал 2004 – ...)",105,2004,"[мелодрама]","[Турция]"
"Барби: Приключения Русалочки (видео)",75,2010,"[мультфильм, фэнтези, семейный]","[США]"
"Скуби-Ду 4: Проклятье озерного монстра (ТВ)",85,2010,"[фэнтези, комедия, детектив, приключения]","[США]"
"Муми-тролли и комета",75,2010,"[мультфильм, приключения, семейный]","[Финляндия, Великобритания, Польша]"
"Дави на газ",84,2011,"[комедия]","[США]"
"Унесенные волками (сериал)",25,2010,"[аниме, мультфильм, ужасы, триллер]","[Япония]"
"Сильная слабая женщина (ТВ)",95,2010,"[мелодрама]","[Россия]"
"Освободители (сериал)",44,2010,"[документальный, военный]","[Россия]"
"История любви",99,1970,"[драма, мелодрама]","[США]"
"Голубая кровь (сериал 2010 – ...)",43,2010,"[драма, криминал]","[США]"
"Захват",81,2010,"[триллер, криминал]","[Испания, Франция]"
"Колыбельная",95,2010,"[фэнтези, комедия]","[Польша]"
"Похищение",94,2011,"[триллер, криминал]","[Гонконг]"
"Вилки вместо ножей",90,2011,"[документальный]","[США]"
"Воображаемая любовь",101,2010,"[драма, мелодрама]","[Канада]"
"Суперкласико",94,2011,"[мелодрама, комедия]","[Дания]"
"Большое Надувательство Рок-н-ролла",103,1980,"[мюзикл, комедия, музыка]","[Великобритания]"
"Предел риска",107,2011,"[триллер, драма]","[США]"
"Мне хорошо с тобой (сериал 2010 – ...)",22,2010,"[комедия]","[США]"
"Врата (сериал)",43,2010,"[фэнтези, триллер, драма, криминал, детектив]","[США]"
"Фанатки на завтрак не остаются",103,2010,"[мелодрама, комедия]","[Германия]"
"Черкизона. Одноразовые люди (сериал)",49,2010,"[драма, криминал]","[Россия]"
"Бедная богатая девочка",94,2011,"[драма, комедия]","[США]"
"Давай сделаем ребенка",90,2011,"[мелодрама, комедия]","[США]"
"Гармонии Веркмейстера",145,2000,"[драма, детектив]","[Венгрия, Италия, Германия, Франция]"
"Вампир",120,2011,"[ужасы, триллер, драма]","[США, Япония]"
"Контроль",105,2003,"[триллер, драма, мелодрама, комедия, криминал]","[Венгрия]"
"Музыка продолжала играть",105,2011,"[драма]","[США]"
"Схватка",117,2011,"[триллер, драма, приключения]","[США]"
"Девочка, покорившая время",122,2010,"[фантастика, приключения]","[Япония]"
"Жертвуя пешкой",115,2014,"[драма, биография]","[США]"
"Марко Макако",75,2012,"[мультфильм, комедия, семейный]","[Дания]"
"Существо в корзине 2",90,1990,"[ужасы]","[США]"
"Малхолланд Драйв (ТВ)",88,1999,"[триллер, драма, мелодрама, детектив]","[США]"
"Тень сомнения",108,1942,"[триллер]","[США]"
"Это мое тело",87,2001,"[драма]","[Франция, Португалия]"
"Изабель",93,2011,"[драма]","[Нидерланды]"
"Список клиентов (ТВ)",88,2010,"[драма]","[США]"
"Девушки в черном",85,2010,"[драма]","[Франция]"
"Ядерная семья (сериал)",89,2012,"[фантастика]","[США]"
"Бэбиколл",96,2011,"[ужасы, триллер]","[Норвегия, Германия, Швеция]"
"Выпускной",104,2011,"[драма, мелодрама, комедия]","[США]"
"51 (ТВ)",90,2011,"[ужасы, фантастика]","[США]"
"Задание",94,2011,"[ужасы]","[США]"
"Перезагрузка",88,2015,"[ужасы, фантастика, боевик]","[США]"
"Правдивое кино (ТВ)",86,2011,"[драма]","[США]"
"Только Бог простит",90,2013,"[драма, криминал]","[Дания, Швеция, Таиланд, США, Франция]"
"Мой маленький ангел",90,2011,"[драма, комедия, семейный]","[Великобритания]"
"S.W.A.T.: Огненная буря (видео)",89,2010,"[боевик, триллер, криминал]","[США]"
"Бастард",100,2011,"[триллер, драма, криминал]","[Германия]"
"Паранормальная сущность (видео)",88,2009,"[ужасы, триллер, детектив]","[США]"
"Майк и Молли (сериал 2010 – ...)",22,2010,"[комедия]","[США]"
"Полночь в Париже",94,2011,"[фэнтези, мелодрама, комедия]","[США, Испания]"
"Погибшие жестокой смертью",100,2009,"[ужасы, триллер]","[Таиланд]"
"Бесстрашный",126,2010,"[боевик, триллер, мелодрама, комедия, криминал]","[Индия]"
"Шина",82,2010,"[ужасы, комедия]","[Франция, Ангола]"
"Завтрашний Джо",131,2011,"[драма, спорт]","[Япония]"
"Цветущий кизил",128,2010,"[драма]","[Япония]"
"Жил-был воин",133,2011,"[фэнтези, приключения, семейный]","[Индия]"
"Вам бы встретиться с моим сынком!",88,2010,"[комедия, семейный]","[США]"
"Блэкторн",102,2011,"[драма, вестерн]","[Испания, Франция, Боливия, Великобритания]"
"Потерянное будущее (ТВ)",90,2010,"[фантастика, приключения]","[Германия, ЮАР, США]"
"Ночь умирающего тигра",90,2010,"[драма]","[Канада]"
"Абонемент",95,2000,"[драма, комедия]","[Великобритания]"
"Джинн",97,2014,"[триллер]","[США]"
"Отлучение (ТВ)",88,2011,"[драма]","[США]"
"Монга",140,2010,"[драма]","[Тайвань]"
"Запретные желания",133,2011,"[боевик]","[Индия]"
"Стэнли Парк (ТВ)",28,2010,"[драма]","[Великобритания]"
"Индюки: Назад в будущее",91,2013,"[мультфильм, комедия, приключения, семейный]","[США]"
"Гимнастика, которая сделала из нас мужчин (сериал)",58,2010,"[комедия]","[Япония]"
"Компаньоны (сериал 2011 – 2014)",44,2011,"[комедия, криминал]","[США]"
"Вот я какой",101,2011,"[драма, комедия]","[США]"
"Призраки",102,2011,"[триллер, драма]","[Великобритания]"
"Тарзан, человек-обезьяна",107,1981,"[приключения]","[США]"
"В ритме сердца",100,2011,"[мюзикл, драма, мелодрама]","[Канада]"
"Убийство",85,1956,"[фильм-нуар, триллер, драма, криминал]","[США]"
10,122,1979,"[мелодрама, комедия]","[США]"
"Космические приключения Кобры",99,1982,"[аниме, мультфильм, фантастика]","[Япония]"
"Наступит завтра или нет?",186,2003,"[драма, мелодрама, комедия]","[Индия]"
"Хеллбой: Герой из пекла",122,2004,"[фантастика, фэнтези, боевик, приключения]","[США]"
"Онг Бак",100,2003,"[боевик, триллер]","[Таиланд]"
"Скоро все наладится",95,2001,"[драма, мелодрама, комедия]","[США]"
"Истец дьявола",97,2011,"[драма, комедия]","[США, Австралия]"
"Куки возвращается",95,2010,"[мультфильм, фэнтези]","[Чехия]"
"Ночь в супермаркете (видео)",91,2012,"[мультфильм, комедия, семейный]","[США]"
"Гринч – похититель Рождества",104,2000,"[фэнтези, комедия, семейный]","[США, Германия]"
"Почтальон Пэт (сериал 1981 – 2006)","-",1981,"[мультфильм, семейный]","[Великобритания]"
"Хуже быть не могло (ТВ)",22,2010,"[реальное ТВ]","[США]"
"Заблуждение",100,2003,"[драма]","[Франция]"
"Ответный удар (сериал 2010 – ...)",46,2010,"[боевик, триллер, драма]","[Великобритания]"
"Манежное лошадиное чтение (ТВ)",107,2010,"[документальный]","[Россия]"
"Космонавт",93,2013,"[фантастика, драма, мелодрама, история]","[Испания, Латвия]"
"Крестовый поход в джинсах",125,2006,"[фантастика, фэнтези, приключения, семейный, военный]","[Нидерланды, Бельгия, Люксембург, Германия]"
"Сколько весит ваше здание, мистер Фостер?",78,2010,"[документальный, биография]","[Великобритания, Испания, Германия, США, Швейцария, Франция, Китай, Гонконг]"
"Гастрономическая революция (сериал 2010 – 2011)",60,2010,"[реальное ТВ]","[США]"
"Луи (сериал 2010 – ...)",23,2010,"[драма, комедия]","[США]"
"Милые обманщицы (сериал 2010 – ...)",43,2010,"[триллер, драма, мелодрама, детектив]","[США]"
"Александра (ТВ)",95,2010,"[мелодрама]","[Россия]"
"Немезис (видео)",93,2010,"[фэнтези, приключения]","[США]"
"Без права на ошибку (мини-сериал)",204,2010,"[военный]","[Россия]"
"Очень опасная штучка",91,2012,"[боевик, триллер, мелодрама, комедия, криминал]","[США]"
"Женщина из Пятого округа",85,2011,"[триллер, драма, детектив]","[Франция, Польша, Великобритания]"
"Дзен (мини-сериал)",270,2011,"[драма, криминал, детектив]","[Великобритания, Италия, Германия]"
"2 дня в Нью-Йорке",96,2012,"[драма, мелодрама, комедия]","[Франция, Германия, Бельгия]"
"Дж. Эдгар",137,2011,"[драма, криминал, биография]","[США]"
"Побеждай!",106,2011,"[драма, комедия, спорт]","[США]"
"Прерванная жизнь",127,1999,"[драма, биография]","[США, Германия]"
"Торн: Соня",180,2010,"[триллер, драма, криминал, детектив]","[Великобритания, Австралия, Канада]"
"Секс по дружбе",109,2011,"[мелодрама, комедия, драма]","[США]"
"Грань будущего",113,2014,"[фантастика, боевик, приключения]","[США, Канада]"
"Расходный материал",95,2013,"[ужасы, боевик, триллер]","[США]"
"Постскриптум",97,2004,"[фэнтези, драма, мелодрама, комедия]","[США]"
"Маленькие смерти",90,2010,"[ужасы, триллер]","[Великобритания]"
"Рэд: Охотница на оборотней (ТВ)",87,2010,"[ужасы, фэнтези]","[США, Канада]"
"Поцелуй и пристрели меня",103,2009,"[боевик, драма, мелодрама, комедия, криминал, приключения]","[Корея Южная]"
"Механика сердца",90,2013,"[мультфильм, мюзикл, фэнтези, драма, мелодрама, приключения]","[Франция, Бельгия]"
"Знакомьтесь, Джо Блэк",178,1998,"[фэнтези, драма, мелодрама]","[США]"
"Особо опасны",130,2012,"[триллер, драма, криминал]","[США]"
"Акулосьминог (ТВ)",89,2010,"[ужасы, фантастика, комедия]","[США]"
"Путь мести (видео)",100,2010,"[боевик, триллер, криминал]","[Канада]"
"Эффи",104,2014,"[драма]","[Великобритания]"
"Коридор",99,2010,"[ужасы, фантастика, триллер, драма]","[Канада]"
"Урок Фауста",97,1994,"[мультфильм, фэнтези, драма]","[Чехия, Франция, Великобритания]"
"Монах",96,2011,"[триллер, драма]","[Испания, Франция]"
"Глаз шторма",114,2011,"[драма]","[Австралия]"
"Я не мессия",92,2010,"[комедия, музыка]","[Великобритания]"
"Идеальный мужчина",100,2005,"[мелодрама, комедия, семейный]","[США]"
"Комната бабочек",84,2012,"[ужасы, триллер]","[Италия, США]"
"Восхождение Юпитер",127,2015,"[фантастика, боевик, приключения]","[США, Австралия]"
"Шашлык",97,2004,"[комедия]","[США]"
"Перед закатом",80,2004,"[драма, мелодрама]","[США]"
"Укрощение Уайлда (сериал 2010 – 2011)",22,2010,"[комедия]","[США]"
"Угроза заражения",94,2012,"[ужасы, фантастика, боевик]","[США]"
"Полуночный ковбой",113,1969,"[драма]","[США]"
"Большие парни",90,1995,"[комедия]","[США]"
"Институт Бенжамента или Эту мечту люди зовут человеческой жизнью",104,1995,"[мультфильм, драма]","[Великобритания, Япония, Германия]"
"Сверхвоины (сериал 2011 – 2013)",22,2011,"[комедия]","[США]"
"Оз: Великий и Ужасный",127,2013,"[фэнтези, приключения, комедия, семейный]","[США]"
"Разные вещи",111,2011,"[драма, спорт]","[США]"
"Фрэнк",95,2013,"[драма, комедия]","[Великобритания, Ирландия, США]"
"Итальянец",102,2010,"[драма, комедия]","[Франция]"
"Порочный круг",125,2011,"[боевик, триллер, драма, криминал]","[Индия]"
"Последний охотник на ведьм",106,2015,"[фэнтези, боевик, приключения]","[США, Китай, Канада]"
"Военная хроника (сериал 2012 – ...)",22,2012,"[фантастика, боевик]","[Франция, Бельгия]"
"Конспираторы наслаждений",85,1996,"[мультфильм, комедия]","[Чехия, Швейцария, Великобритания]"
"Жена моего учителя",89,1999,"[мелодрама, комедия]","[США]"
"Дарксайд: Темный мститель",83,1994,"[аниме, мультфильм, фантастика, драма]","[Япония]"
"Господин и госпожа Невероятные",100,2010,"[фэнтези, комедия]","[Китай, Гонконг]"
"Бей и лети!",126,2010,"[драма, мелодрама, криминал]","[Индия]"
"Свадебная церемония",139,2010,"[драма, мелодрама]","[Индия]"
"Власть закона (сериал)",46,2011,"[боевик, драма, криминал]","[США]"
"Мы то, что мы есть",90,2010,"[ужасы, драма]","[Мексика]"
"Успеть за 30 минут",83,2011,"[боевик, комедия, криминал]","[Германия, Канада, США]"
"Счастливый конец (сериал 2011 – 2013)",22,2011,"[комедия]","[США]"
"Лучшая охрана (сериал 2011 – 2012)",22,2011,"[комедия]","[США]"
"Воин",86,2011,"[фэнтези, боевик]","[США]"
"Дом на холмах",95,1993,"[триллер, мелодрама]","[США, Люксембург]"
"Школа Авалон (ТВ)",89,2010,"[фэнтези, драма, семейный]","[США]"
"Мы и я",103,2012,"[драма]","[Великобритания, США, Франция]"
"Рождение оборотня",94,2004,"[ужасы, драма]","[Канада]"
"Любовь",127,2012,"[драма, мелодрама]","[Франция, Австрия, Германия]"
"Американский пирог: Все в сборе",113,2012,"[комедия]","[США]"
"Мой путь",143,2011,"[боевик, драма, военный, история, спорт]","[Корея Южная]"
"Белый лев",88,2010,"[драма, семейный]","[ЮАР]"
"Клятва",104,2012,"[драма, мелодрама]","[США, Франция, Австралия, Великобритания, Германия, Канада]"
"Ущелье Доннера",90,2011,"[ужасы]","[США]"
"Охота на снежного человека",91,2011,"[фантастика, триллер, драма]","[США]"
"Незрелые",108,2011,"[комедия]","[Италия]"
"Пункт назначения 5",95,2011,"[ужасы, фэнтези, триллер]","[США, Канада, Гонконг, Сингапур]"
"Я влюбился в монашку",118,2013,"[драма, мелодрама]","[США]"
"Вход в никуда",90,2010,"[триллер, детектив, фантастика]","[США]"
"Уютные норки",115,1999,"[драма, комедия]","[Чехия]"
"Кон-Тики",109,2012,"[приключения, биография, история]","[Норвегия, Великобритания, Дания, Германия, Швеция]"
"Путешествие Гектора в поисках счастья",114,2014,"[драма, комедия, приключения]","[Германия, Канада, Великобритания, ЮАР]"
"Адские кошки (сериал 2010 – 2011)",43,2010,"[драма, комедия]","[США]"
"Комик-Кон, эпизод четвертый: Фанатская надежда",88,2011,"[документальный]","[США]"
"Любит / Не любит",116,2011,"[драма, комедия]","[Канада, Испания, Япония]"
"Помощник сатаны",96,2004,"[ужасы, комедия]","[США]"
"Земля забвения",108,2011,"[драма]","[Франция, Украина]"
"Общак",107,2014,"[драма, криминал]","[США]"
"Семь прощенных убийств",137,2011,"[триллер, драма, детектив]","[Индия]"
"Времена года",162,2011,"[драма, мелодрама]","[Индия, Великобритания]"
"Жизнь дерьмо",95,1991,"[комедия]","[США]"
"Объектив",104,1998,"[драма]","[Испания]"
"Поезда под пристальным наблюдением",93,1966,"[драма, комедия, военный]","[Чехословакия]"
"Отвязные каникулы",80,2006,"[комедия]","[США]"
"Дастиш фантастиш",80,2009,"[комедия]","[Беларусь]"
"Свидание на выживание (сериал 2009 – 2011)","-",2009,"[реальное ТВ]","[США]"
"Бренда Старр",93,1989,"[мелодрама, комедия, приключения]","[США]"
"Миллион лет до нашей эры",98,2004,"[фантастика, комедия, криминал]","[Франция]"
"Ровно в 3 часа",86,1987,"[триллер, драма, комедия]","[США]"
"Терминатор",108,1984,"[фантастика, боевик, триллер]","[Великобритания, США]"
"Неприкаянные сердца",96,1985,"[драма, мелодрама]","[США]"
"Только большое чувство",102,1984,"[драма, мелодрама, комедия, музыка]","[США]"
"Алиби на двоих (сериал)",46,2010,"[комедия, детектив]","[Украина]"
"Подсадной",94,2010,"[драма, мелодрама, криминал]","[Россия]"
"Танцевальная академия (сериал 2010 – 2013)",22,2010,"[драма, семейный]","[Австралия]"
"Рейк (сериал 2010 – 2014)",43,2010,"[драма, комедия]","[Австралия]"
"Поймать ведьму",66,2008,"[ужасы]","[Россия]"
"Дорогой мой человек (сериал)",45,2011,"[драма]","[Россия]"
"Элли: История современной золушки",90,2010,"[драма, семейный]","[США]"
"Туман (ТВ)",150,2010,"[фантастика, драма, военный]","[Россия]"
"Крысолов",62,2003,,"[Чехия]"
"Лентяево Экстра (сериал)",22,2008,"[семейный]","[Исландия]"
"Дом на продажу",88,2010,"[триллер, драма, криминал]","[США]"
"Всё возможно",95,2009,"[мелодрама]","[Украина]"
"Обитель (ТВ)",90,2010,"[драма, криминал]","[Россия]"
"Зворыкин-Муромец (ТВ)",70,2010,"[документальный, история]","[Россия]"
"Шоу Сары Сильверман (сериал 2007 – 2010)",22,2007,"[комедия]","[США]"
"Айрис (сериал 2009 – 2013)",60,2009,"[боевик, мелодрама]","[Корея Южная]"
"Тасманский дьявол (сериал 1991 – 1993)",30,1991,"[мультфильм, фантастика, комедия, семейный]","[США]"
"Демонические игрушки: Личные демоны (видео)",90,2010,"[ужасы, фэнтези]","[США]"
"Ван Гог: Портрет, написанный словами (ТВ)",80,2010,"[драма, документальный, биография]","[Великобритания]"
